New Interviewee Case Study Dataset FINAL (2),,,,,,,,,,,,,,,,,,,
Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintresolved,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
43,Male,high,Research & Development,1,Y,0,Travel_Rarely,15,40,3,0,,,24,5,14,14,6,No
34,Male,medium,Human Resources,0,Y,1,Travel_Rarely,3,40,4,0,,,19,4,4,3,0,No
36,Female,medium,Research & Development,3,Y,1,Travel_Rarely,10,40,3,0,,,12,1,10,7,1,No
50,Female,high,Research & Development,4,Y,1,Travel_Rarely,28,40,1,0,,,11,1,25,3,1,No
21,Female,low,Research & Development,1,Y,1,Travel_Rarely,10,40,1,0,,,13,2,1,1,1,Yes
29,Male,medium,Research & Development,8,Y,1,Travel_Frequently,1,40,3,0,,,12,1,10,3,0,No
31,Female,medium,Sales,2,Y,0,Travel_Rarely,10,40,4,0,,,11,1,8,5,1,No
30,Female,medium,Sales,1,Y,0,Travel_Rarely,5,40,3,1,Y,0,13,2,10,10,1,No
26,Female,medium,Research & Development,1,Y,1,Travel_Frequently,1,40,2,0,,,20,5,6,6,1,No
45,Female,medium,Research & Development,0,Y,1,Travel_Rarely,25,40,4,0,,,13,2,10,9,3,No
26,Male,medium,Sales,8,Y,1,Non-Travel,29,40,1,0,,,18,4,7,2,2,Yes
39,Male,high,Research & Development,2,Y,0,Non-Travel,9,40,4,0,,,13,2,21,6,1,No
44,Male,low,Research & Development,3,Y,0,Travel_Frequently,24,40,3,1,Y,0,22,5,19,1,0,Yes
27,Male,medium,Research & Development,1,Y,0,Travel_Rarely,1,40,2,0,,,11,1,5,5,0,No
35,Female,medium,Research & Development,2,Y,1,Non-Travel,2,40,1,0,,,11,1,16,1,0,No
55,Male,medium,Sales,4,Y,1,Travel_Rarely,2,40,4,1,Y,1,16,4,12,9,7,Yes
40,Male,medium,Sales,0,Y,0,Travel_Rarely,9,40,1,1,Y,0,12,2,9,8,7,No
34,Male,high,Research & Development,7,Y,0,Travel_Frequently,15,40,1,0,,,14,3,16,14,6,No
47,Male,low,Sales,3,Y,1,Travel_Frequently,4,40,3,0,,,19,4,5,0,0,No
28,Male,high,Sales,0,Y,1,Travel_Rarely,5,40,1,0,,,18,4,6,5,1,No
28,Male,low,Research & Development,5,Y,0,Travel_Rarely,2,40,4,0,,,13,2,5,3,2,Yes
55,Male,high,Sales,6,Y,0,Travel_Rarely,13,40,3,0,,,17,4,24,19,3,Yes
43,Male,low,Research & Development,9,Y,1,Travel_Frequently,17,40,3,0,,,16,4,6,1,0,Yes
26,Female,medium,Research & Development,3,Y,0,Travel_Frequently,1,40,4,0,,,14,3,5,2,2,No
28,Male,high,Research & Development,1,Y,1,Non-Travel,24,40,1,0,,,12,2,10,10,1,Yes
45,Female,medium,Research & Development,1,Y,0,Travel_Rarely,2,40,4,0,,,19,4,10,10,3,No
33,Male,medium,Research & Development,1,Y,0,Travel_Rarely,25,40,2,1,Y,0,13,2,5,5,0,No
35,Male,high,Sales,0,Y,1,Travel_Rarely,4,40,1,0,,,22,5,9,8,4,Yes
42,Female,high,Human Resources,0,Y,0,Travel_Rarely,10,40,1,1,Y,2,14,3,21,20,0,No
31,Male,medium,Research & Development,0,Y,1,Travel_Rarely,23,40,4,0,,,21,5,10,9,7,No
33,Female,low,Research & Development,6,Y,1,Travel_Rarely,4,40,2,0,,,21,5,7,3,1,No
51,Male,low,Research & Development,1,Y,1,Travel_Rarely,1,40,4,0,,,11,1,1,1,0,No
46,Female,high,Research & Development,5,Y,0,Travel_Frequently,18,40,3,0,,,11,1,28,2,1,No
37,Male,low,Research & Development,7,Y,0,Travel_Rarely,4,40,3,1,Y,1,15,3,8,6,1,No
52,Male,medium,Research & Development,0,Y,0,Non-Travel,19,40,4,0,,,18,4,5,4,1,No
40,Male,high,Research & Development,1,Y,0,Travel_Frequently,1,40,2,1,Y,2,22,5,22,22,11,No
27,Female,low,Human Resources,1,Y,0,Travel_Frequently,22,40,2,0,,,12,1,1,1,0,Yes
29,Male,medium,Research & Development,1,Y,0,Non-Travel,1,40,3,0,,,13,2,10,10,0,No
28,Male,medium,Sales,0,Y,0,Travel_Frequently,7,40,1,0,,,14,3,5,4,1,No
48,Female,low,Research & Development,8,Y,1,Travel_Rarely,15,40,1,0,,,12,2,10,8,7,No
48,Female,high,Sales,3,Y,1,Travel_Rarely,29,40,3,0,,,21,5,15,0,0,No
33,Male,medium,Sales,0,Y,1,Non-Travel,22,40,2,0,,,13,2,8,7,0,No
45,Female,medium,Sales,8,Y,0,Travel_Rarely,20,40,3,0,,,15,3,8,5,0,No
39,Male,high,Research & Development,0,Y,1,Travel_Rarely,1,40,4,0,,,17,4,19,18,3,No
42,Female,medium,Research & Development,1,Y,1,Travel_Rarely,2,40,4,0,,,13,2,10,10,2,No
30,Male,medium,Research & Development,9,Y,1,Travel_Frequently,5,40,4,0,,,12,2,10,5,0,No
39,Male,medium,Research & Development,8,Y,0,Travel_Rarely,19,40,4,0,,,14,3,7,2,2,No
26,Male,medium,Sales,1,Y,0,Travel_Rarely,10,40,4,0,,,13,2,5,5,1,No
38,Male,low,Research & Development,1,Y,0,Travel_Frequently,2,40,4,0,,,23,5,1,1,0,No
32,Male,medium,Sales,1,Y,0,Travel_Rarely,10,40,4,0,,,12,1,10,10,0,No
30,Female,high,Research & Development,0,Y,1,Travel_Rarely,8,40,1,0,,,12,2,9,8,1,No
34,Male,low,Research & Development,3,Y,1,Travel_Rarely,2,40,3,0,,,12,1,14,7,5,No
27,Male,low,Research & Development,0,Y,0,Travel_Rarely,17,40,2,0,,,16,4,6,5,1,No
29,Female,medium,Sales,1,Y,1,Travel_Frequently,1,40,4,0,,,14,3,11,11,4,No
19,Female,low,Research & Development,1,Y,0,Travel_Rarely,25,40,4,0,,,12,2,1,1,0,No
38,Female,medium,Sales,1,Y,1,Travel_Rarely,10,40,4,1,Y,1,11,1,10,10,1,No
35,Male,medium,Research & Development,1,Y,1,Travel_Rarely,18,40,1,0,,,11,1,16,16,1,No
60,Male,high,Research & Development,3,Y,0,Travel_Rarely,1,40,4,0,,,20,5,19,1,0,No
35,Male,medium,Research & Development,3,Y,0,Travel_Rarely,23,40,3,0,,,13,2,8,1,0,Yes
29,Female,medium,Sales,1,Y,1,Travel_Rarely,23,40,1,0,,,13,2,11,11,3,Yes
46,Male,high,Research & Development,7,Y,1,Travel_Rarely,2,40,4,0,,,17,4,24,2,2,No
29,Male,high,Sales,1,Y,0,Travel_Rarely,19,40,3,0,,,14,2,10,10,0,No
45,Male,high,Research & Development,2,Y,1,Travel_Rarely,7,40,1,0,,,17,4,25,1,0,No
42,Female,medium,Research & Development,2,Y,1,Travel_Rarely,3,40,4,0,,,13,2,17,5,1,No
37,Male,medium,Sales,4,Y,1,Travel_Rarely,6,40,4,0,,,14,3,7,5,0,No
26,Female,low,Research & Development,1,Y,0,Travel_Rarely,3,40,4,0,,,21,5,1,1,0,No
38,Male,medium,Research & Development,4,Y,1,Travel_Rarely,2,40,2,0,,,11,1,7,5,1,Yes
27,Female,low,Sales,8,Y,0,Travel_Rarely,11,40,4,0,,,14,3,5,1,0,No
20,Female,low,Research & Development,1,Y,0,Travel_Rarely,1,40,2,0,,,13,2,1,1,0,No
30,Male,medium,Research & Development,0,Y,1,Travel_Rarely,1,40,2,0,,,21,5,12,11,5,No
51,Male,high,Research & Development,7,Y,0,Travel_Rarely,6,40,3,1,Y,1,13,2,23,20,15,No
60,Male,medium,Sales,0,Y,1,Travel_Rarely,7,40,4,0,,,18,4,12,11,1,No
50,Male,high,Research & Development,1,Y,1,Non-Travel,2,40,1,0,,,11,1,31,31,14,No
36,Female,medium,Sales,4,Y,0,Non-Travel,1,40,4,0,,,15,3,7,1,0,No
34,Male,low,Sales,0,Y,0,Travel_Rarely,7,40,3,0,,,25,5,12,11,5,No
31,Male,medium,Research & Development,0,Y,1,Non-Travel,1,40,3,0,,,12,2,6,5,1,No
35,Female,medium,Research & Development,0,Y,1,Travel_Rarely,16,40,2,1,Y,1,11,1,4,3,0,No
38,Female,low,Research & Development,1,Y,1,Travel_Frequently,2,40,2,0,,,22,5,4,4,3,No
30,Male,medium,Human Resources,0,Y,0,Travel_Rarely,9,40,4,0,,,19,4,12,11,4,No
37,Female,medium,Research & Development,3,Y,0,Non-Travel,25,40,3,0,,,15,3,15,13,10,No
35,Female,medium,Research & Development,3,Y,0,Travel_Rarely,23,40,1,1,Y,1,15,3,4,2,2,No
44,Male,low,Research & Development,1,Y,0,Travel_Frequently,1,40,2,0,,,12,2,6,5,2,Yes
38,Male,medium,Sales,0,Y,0,Travel_Rarely,1,40,2,0,,,15,3,16,15,5,No
49,Male,high,Research & Development,8,Y,1,Travel_Rarely,7,40,3,0,,,24,5,26,5,0,No
32,Female,medium,Research & Development,7,Y,0,Travel_Rarely,9,40,1,0,,,22,5,10,5,0,Yes
20,Female,low,Sales,1,Y,1,Travel_Rarely,2,40,3,0,,,19,5,2,2,2,No
46,Male,high,Sales,1,Y,0,Travel_Rarely,1,40,1,0,,,15,3,27,26,0,No
45,Male,medium,Sales,1,Y,0,Non-Travel,26,40,1,0,,,15,3,10,10,4,No
34,Female,medium,Research & Development,4,Y,0,Travel_Frequently,19,40,2,0,,,13,2,15,11,5,No
27,Male,medium,Research & Development,1,Y,0,Travel_Rarely,4,40,2,0,,,20,5,6,6,0,No
37,Male,medium,Human Resources,2,Y,0,Travel_Rarely,8,40,2,0,,,13,2,19,10,4,No
47,Male,high,Research & Development,1,Y,0,Non-Travel,29,40,2,0,,,12,2,10,10,9,Yes
27,Male,low,Research & Development,1,Y,0,Travel_Rarely,6,40,3,0,,,13,2,4,4,2,No
41,Male,medium,Research & Development,3,Y,0,Travel_Rarely,5,40,2,0,,,12,2,11,3,1,No
44,Male,low,Research & Development,6,Y,0,Travel_Rarely,1,40,4,0,,,12,2,6,4,1,No
34,Female,medium,Sales,1,Y,0,Travel_Rarely,28,40,3,0,,,21,5,8,8,1,No
50,Male,medium,Sales,3,Y,0,Travel_Frequently,1,40,3,0,,,14,2,5,0,0,Yes
42,Male,high,Sales,0,Y,0,Travel_Frequently,12,40,1,0,,,12,1,22,21,13,Yes
37,Male,medium,Sales,4,Y,0,Travel_Rarely,16,40,3,0,,,19,4,9,1,0,No
48,Female,medium,Sales,8,Y,1,Travel_Rarely,16,40,3,0,,,14,3,18,8,7,No
44,Female,medium,Sales,7,Y,0,Travel_Frequently,1,40,3,0,,,12,1,11,1,0,No
33,Male,low,Research & Development,1,Y,1,Travel_Rarely,21,40,2,0,,,18,4,14,14,2,No
31,Female,medium,Sales,3,Y,1,Travel_Rarely,20,40,3,0,,,11,1,4,2,2,Yes
39,Female,high,Research & Development,1,Y,0,Travel_Frequently,22,40,1,0,,,13,2,21,21,2,No
40,Female,medium,Research & Development,1,Y,1,Travel_Frequently,2,40,2,1,N,3,24,5,8,8,3,No
40,Female,medium,Sales,3,Y,1,Travel_Rarely,2,40,2,0,,,14,3,15,11,5,No
35,Male,medium,Research & Development,1,Y,0,Travel_Rarely,14,40,2,1,N,,24,5,5,4,0,Yes
33,Male,low,Research & Development,5,Y,1,Travel_Rarely,14,40,4,0,,,13,2,8,5,0,Yes
27,Female,low,Research & Development,1,Y,0,Travel_Rarely,8,40,4,1,Y,0,11,1,6,6,1,No
26,Male,low,Research & Development,1,Y,1,Travel_Rarely,4,40,4,0,,,20,5,8,8,2,No
36,Male,low,Research & Development,2,Y,0,Travel_Rarely,7,40,2,0,,,11,1,15,4,1,No
46,Female,high,Sales,8,Y,0,Travel_Rarely,3,40,2,0,,,12,1,23,13,5,No
34,Male,low,Research & Development,0,Y,0,Travel_Rarely,2,40,4,1,Y,0,14,3,6,5,1,No
23,Male,low,Sales,1,Y,0,Travel_Rarely,7,40,4,0,,,21,5,3,3,0,Yes
41,Male,medium,Sales,3,Y,0,Travel_Rarely,9,40,3,0,,,13,2,12,9,0,No
34,Female,high,Human Resources,9,Y,0,Travel_Frequently,23,40,1,0,,,15,3,11,3,0,Yes
34,Male,high,Research & Development,1,Y,0,Travel_Frequently,2,40,3,0,,,17,4,10,10,1,No
40,Male,low,Research & Development,2,Y,1,Travel_Rarely,2,40,3,0,,,14,2,8,3,1,No
28,Female,low,Research & Development,5,Y,0,Travel_Rarely,9,40,3,0,,,18,4,6,2,2,No
44,Male,medium,Research & Development,1,Y,0,Travel_Rarely,29,40,4,0,,,25,5,20,20,13,No
43,Female,medium,Research & Development,4,Y,1,Travel_Rarely,8,40,2,0,,,21,5,4,1,0,No
50,Male,high,Research & Development,0,Y,1,Travel_Rarely,29,40,3,0,,,15,3,28,27,15,No
35,Female,low,Research & Development,1,Y,0,Travel_Frequently,25,40,2,0,,,19,4,10,10,7,Yes
46,Female,high,Sales,3,Y,0,Travel_Rarely,2,40,1,0,,,12,2,22,2,2,No
38,Male,medium,Research & Development,5,Y,1,Travel_Rarely,2,40,4,1,Y,2,11,1,6,3,1,No
25,Male,low,Sales,1,Y,1,Travel_Rarely,13,40,3,0,,,11,1,7,7,0,No
55,Male,medium,Research & Development,3,Y,1,Travel_Frequently,18,40,2,0,,,14,3,17,8,6,No
40,Female,low,Research & Development,3,Y,1,Travel_Rarely,10,40,3,0,,,13,2,10,7,1,No
29,Male,medium,Research & Development,4,Y,1,Travel_Rarely,19,40,4,0,,,12,1,8,3,1,No
38,Male,high,Sales,0,Y,0,Travel_Rarely,3,40,3,0,,,12,1,17,16,5,No
51,Male,low,Research & Development,3,Y,0,Travel_Rarely,9,40,4,1,N,0,23,5,10,4,0,No
51,Male,high,Research & Development,5,Y,1,Travel_Rarely,8,40,2,0,,,16,4,16,10,4,No
46,Female,medium,Sales,5,Y,0,Travel_Rarely,10,40,2,0,,,21,5,14,8,0,Yes
35,Female,low,Research & Development,3,Y,1,Travel_Rarely,1,40,3,0,,,13,2,7,2,2,No
37,Male,low,Research & Development,1,Y,1,Travel_Frequently,9,40,4,0,,,12,2,4,4,1,No
36,Female,low,Research & Development,9,Y,0,Travel_Rarely,5,40,1,0,,,14,2,6,1,0,No
37,Female,medium,Research & Development,2,Y,0,Travel_Rarely,1,40,1,1,Y,0,14,3,17,3,0,No
26,Male,low,Research & Development,1,Y,1,Travel_Rarely,25,40,3,0,,,12,1,1,1,0,Yes
34,Male,medium,Sales,1,Y,1,Travel_Rarely,21,40,4,0,,,12,1,10,10,5,No
